title,url,date,description,query,sentiment
"MargaB @MargaBTweet · Nov 21, 2025",https://x.com/MargaBTweet/status/1991705856443060371,2025-11-21T03:10:54.000Z,"Els ""skate"" al MACBA? Deu meu.",MACBA skate [top],
"seveN @sevenlucasneves · Feb 5, 2025",https://x.com/sevenlucasneves/status/1887272121274867907,2025-02-05T22:48:32.000Z,"bro, you're at the Disneyland of skate, go skate  do a double flip at MACBA",MACBA skate [top],
"Hudson da Paz @hudsondapazRD · Aug 8, 2023",https://x.com/hudsondapazRD/status/1688875209502191616,2023-08-08T11:30:02.000Z,"Fala mal dos skater do Macba, mas tá no kino todo dia e quase quebra o pescoço pra olhar quando escuta o barulho de skate passando, Deus tá vendo",MACBA skate [top],
"Paul @arpeegee · Sep 2, 2025",https://x.com/arpeegee/status/1962855916581036340,2025-09-02T12:31:33.000Z,one thing I like more as a skating teenager in THPS rather than Skate was the locations. You get to travel in these games. If you could cram Macba/Carlsbad/Trocadéro/NYC banks/Venice/Bangkok... in one game it'd be very cool,MACBA skate [top],
"Daily Skate Clips @SkateClipsOnX · Apr 10, 2024",https://x.com/SkateClipsOnX/status/1778070395435860422,2024-04-10T14:39:51.000Z,Skateboarding has come a long way since I was a kid. Jose Cantillada skating inside the MacBa Museum,MACBA skate [top],
"Dr. Abusalama @ShahdAbusalama · Sep 6, 2024",https://x.com/ShahdAbusalama/status/1832002447155278289,2024-09-06T10:26:35.000Z,"The story of Tala AbuAjwa, a 9-year-old girl who was killed in #Gaza while roller-skating by 
@MahaGaza
: 
https://
middleeasteye.net/news/killed-he
r-roller-skate-israeli-air-strike-gaza-kills-children-playing-street
…

Since Israel's killing of Tala, I feel a heartache whenever I pass through 
@MACBA_Barcelona
's skate part. Her crime was being born Palestinian.",MACBA skate [top],
"Ignacio Araújo @IgnacioAraujo1 · Mar 8, 2024",https://x.com/IgnacioAraujo1/status/1766067014236283082,2024-03-08T11:42:42.000Z,"Adiós al 
@MACBA_Barcelona
 como epicentro mundial del skate  
https://
as.com/deportes_accio
n/urbano/adios-al-macba-como-epicentro-mundial-del-skate-n/
…",MACBA skate [top],
"Bojoreal @thebojoreal · Aug 24, 2023",https://x.com/thebojoreal/status/1694671394955477016,2023-08-24T11:22:00.000Z,"""Do a kickflip"" :)) If you ever come to Barcelona let's street skate at MACBA",MACBA skate [top],
"battleface @battlefacePlan · Jun 23, 2023",https://x.com/battlefacePlan/status/1672254925332443140,2023-06-23T14:46:57.000Z,"Want to visit Europe's most iconic skate spots?

 • MACBA Skatepark, Barcelona
 • Fælledparken Skatepark, Copenhagen
 • Hotel de Ville plaza, Lyon
 • Mellow Park, Berlin
 • Southbank Skatepark, London
 • And more 

#skateparks #skateboarding",MACBA skate [top],
"D Y L A @TioDeki · Apr 11, 2024",https://x.com/TioDeki/status/1778184016556138957,2024-04-10T22:11:21.000Z,em todos esses anos acho que essa eh a primeira vez que vejo alguem andando de skate dentro do macba,MACBA skate [top],
Canuckle  @CanuckleGame · 5h,https://x.com/CanuckleGame/status/2028455329013371273,2026-03-02T13:00:11.000Z,"Canuckle #1387: MAMBA 
The Saskatoon Mamba are the newest identity in the Canadian Elite Basketball League (
@CEBLeague
), emerging from a bold rebrand of the league’s 2019 inaugural champions, formerly known as the Saskatchewan Rattlers. As the CEBL continues to grow as a",MACBA skate [top],
"Jackie Wong @rockerskating · Oct 30, 2018",https://x.com/rockerskating/status/1057103773288591360,2018-10-30T02:55:54.000Z,"My look back at Skate Canada: The surprise rise of Mako Yamashita 山下真瑚, the adjustments and comebacks of Medvedeva and Brown, the triple axel of Elizaveta Tuktamysheva, the goosebumps from Kevin Aymoz, and the career skate from James/Cipres

http://
bit.ly/2F3aT23 #SCI18",MACBA skate [top],
"North Point @northpoint1993 · Dec 28, 2023",https://x.com/northpoint1993/status/1740322308831777079,2023-12-28T10:42:26.000Z,CHRISMAS SKATE JAM MACBA,MACBA skate [top],
"Jackie Wong @rockerskating · Nov 22, 2019",https://x.com/rockerskating/status/1197801756790538240,2019-11-22T08:59:27.000Z,"Mako Yamashita JPN
3Lz3T, 2A, 3Lo - WOW she looked like a completely different skater than the one 5 weeks ago at Skate America; from the first 20 sec, even before her 1st jump, you can tell her confidence is back

http://
bit.ly/2D8z9vL #NHK杯フィギュア #GPFigure",MACBA skate [top],
"ﾏｰｰｸｽ @maarks0628 · Oct 28, 2018",https://x.com/maarks0628/status/1056385237310046209,2018-10-28T03:20:41.000Z,"Mako YAMASHITA 山下真瑚 FS - 2018 Skate Canada 
https://
youtu.be/gtnioeXoz5c 
@YouTube
さんから

自分よく神演技と言ってしまいがちですが、これぞ、神演技。もうすでに３度リピしました。まだご覧になってない方、是非。",MACBA skate [top],
"kate @sharkies71 · Nov 23, 2025",https://x.com/sharkies71/status/1992411191109734791,2025-11-23T01:53:39.000Z,mack tripping and hitting the board so fucking hard right in front of me…,MACBA skate [top],
"Jackie Wong @rockerskating · Nov 28, 2020",https://x.com/rockerskating/status/1332588101311602688,2020-11-28T07:32:16.000Z,"OHHHH almost the 13th woman to land a 3A in international competition - Mana Kawabe turns out of her 3A attempt ... that would've been ratified in the olden days as a landed jump because it's a one-foot turnout

https://
bit.ly/3mgmxHQ #NHK杯フィギュア #NHKTrophy20",MACBA skate [top],
"U.S. Figure Skating @USFigureSkating · Oct 22, 2018",https://x.com/USFigureSkating/status/1054160492330020864,2018-10-22T00:00:21.000Z,"@MadiHubbell
 and 
@ZachTDonohue
 win #TeamUSA's TH consecutive #SkateAmerica ice dance title. 

Read a recap of the final competition day  
https://
usfigu.re/2yWT3qS",MACBA skate [top],
"Pemi @pemisps · Apr 4, 2024",https://x.com/pemisps/status/1775877756837912923,2024-04-04T13:27:06.000Z,"La pujada del pont de pedra, aka entre la plaça del Vi i el Pont de Pedra. És la plaça del Macba de Girona amb els skate? Espero que no",MACBA skate [top],
"chloé  @midorimoonlight · Feb 15, 2024",https://x.com/midorimoonlight/status/1758242943041712289,2024-02-15T21:32:38.000Z,"mako yamashita makint her comeback to international ice for the first time since 2020 and currently first at a tiny challenger is so... the last time she competed outside of japan was in 2019. and when you see how beautiful her skating is, you know she’s earned it…

#山下真湖",MACBA skate [top],
"Jack Gallagher @sportsjapan · Oct 28, 2018",https://x.com/sportsjapan/status/1056382906237542400,2018-10-28T03:11:26.000Z,"Wonderful news from Skate Canada ... Mako Yamashita (203.06) was 2nd in her senior GP debut! She almost won. Elizaveta Tuktamysheva  (203.32) was 1st. Evgenia (197.91) was 3rd. Mako's podium finish run is now at 8 of 9 in intl events last 3 years. Great job, Mako-chan! #山下真瑚",MACBA skate [top],
"Henry de Laguérie @henrydelaguerie · Mar 4, 2025",https://x.com/henrydelaguerie/status/1896957661205455161,2025-03-04T16:15:24.000Z,"A Barcelone, la Mecque mondiale du skate est menacée de disparition. #savemacba Reportage 
@franceinfo",MACBA skate [top],
"Mark Moreno ☭ @silenziostatico · Oct 15, 2024",https://x.com/silenziostatico/status/1846242347702468880,2024-10-15T17:30:51.000Z,"Macba is probably the only art museum where the public plaza surrounding it is more famous than the actual museum itself, due to the fact that it's a world famous skate spot. I'm sure the museum is pretty cool though",MACBA skate [top],
"Urban World Series @urbanworldserie · Jun 20, 2024",https://x.com/urbanworldserie/status/1803808924258226561,2024-06-20T15:15:35.000Z,"We Ride Olympics  Gin Woo Onodera

 “MACBA is my favorite place to skate.”

“My next goal is to skateboard in space!”

 
https://
bit.ly/4et3plp


@_ginwoo",MACBA skate [top],
"Jackie Wong @rockerskating · Sep 27, 2020",https://x.com/rockerskating/status/1310316850459406342,2020-09-27T20:34:16.000Z,Mako Yamashita’s 4S attempt at Chubu Regionals this weekend,MACBA skate [top],
"eder @e_jmgs · Jul 21, 2023",https://x.com/e_jmgs/status/1682438945517215751,2023-07-21T17:14:37.000Z,"só lapada e ensaboada em Barcelona me pegou demais, me lembrou quando trampei em navio de cruzeiro de bartender e no rolê de skate em MACBA colocamos MC Magrinho pra tocar na sessão kkkkkkkkkkkk",MACBA skate [top],
"scott charles stucker @dznychx_stnrva_ · Feb 19, 2024",https://x.com/dznychx_stnrva_/status/1759552475018019325,2024-02-19T12:16:15.000Z,"MACBA: Skate Register | Bastien Salabanzi 
https://
youtu.be/8lsVYg7nTNA?si
=RRfQu7kjvDlrtRpW
… via 
@YouTube",MACBA skate [top],
daily macklin celebrini @dailymacklin71 · Jan 3,https://x.com/dailymacklin71/status/2007354539339559383,2026-01-03T07:33:11.000Z,"if you guys didn’t know, mack was in the u17 hockey challenge for canada on team canada black in 2022!! this is a video titled “u17: the making of macklin” :)",MACBA skate [top],
prefeiturademacae @prefmacae · 59m,https://x.com/prefmacae/status/2028525999583830245,2026-03-02T17:41:01.000Z,"A Praia dos Cavaleiros foi palco da 1ª etapa do Macaé Master Bodyboarding 2026! Tradição, representatividade e muita adrenalina marcaram o início de mais uma temporada do circuito.
 Confira os detalhes: 
https://
youtube.com/shorts/00qpwGq
LWoE
…
#EsporteMacaé #MacaéEmMovimento #Bodyboard",MACBA skate [top],
"jean michel @jeanjeanjean000 · Jun 21, 2023",https://x.com/jeanjeanjean000/status/1671487656029569027,2023-06-21T11:58:06.000Z,y porque en el macba os preguntareis pues es debido a que skate or die no?,MACBA skate [top],
"Maclean’s Magazine @macleans · Mar 2, 2021",https://x.com/macleans/status/1366853110061268993,2021-03-02T20:49:10.000Z,"Skating on frozen rivers and lakes—a pastime known as “wild” or “Nordic” skating, common in Scandinavian countries—is growing in popularity in Canada, particularly during the pandemic.",MACBA skate [top],
"Jackie Wong @rockerskating · Oct 9, 2020",https://x.com/rockerskating/status/1314596106492354562,2020-10-09T15:58:30.000Z,"Chock/Bates withdraw from #SkateAmerica and stay in Montreal: “After much consideration, we have decided to withdraw from Skate America. Our training and preparation have been affected by the pandemic and at this time we are 100% focused on our preparation for #USChamps21”",MACBA skate [top],
"Gabriel @Gabrielhenk · May 9, 2023",https://x.com/Gabrielhenk/status/1655694687162728448,2023-05-08T22:02:29.000Z,"hoje fui no MACBA e meu Deus, que saudade de andar de skate…",MACBA skate [top],
"@michaeljardins · Mar 23, 2018",https://x.com/michaeljardins/status/977295687787405312,2018-03-23T21:27:03.000Z,"skate of tonight for me was wakaba, who skated for redemption: from last worlds, for not making the olympic team. she truly skated for herself and left everything behind on the ice with that performance. congrats on your first world medal!!",MACBA skate [top],
mads @macksarchieve · Feb 24,https://x.com/macksarchieve/status/2026189940896186735,2026-02-24T06:58:21.000Z,mack in the team canada olympic outfit you’ll forever be famous to me,MACBA skate [top],
"battleface @battlefacePlan · Apr 11, 2023",https://x.com/battlefacePlan/status/1645789574789222403,2023-04-11T14:03:06.000Z,"Europe is bursting with iconic skate spots. 

From Barcelona's #Macba to London's #SouthbankSkatepark, 
@Kimb00W
 provides the lowdown on where to go. 

 
https://
bit.ly/40Nk3Vz",MACBA skate [top],
"Lance Hornby  @sunhornby · Dec 12, 2024",https://x.com/sunhornby/status/1867229676705603741,2024-12-12T15:27:01.000Z,"The gang’s all here at morning skate, McCabe, McMann, McKampf.",MACBA skate [top],
"MAKA @MAKA_blueICE · Jun 17, 2025",https://x.com/MAKA_blueICE/status/1934791977352221177,2025-06-17T01:55:28.000Z,"RT
ほんそれ…
ダンスブレードで3A、4T、4-3跳ぶんだよ…
アイスダンスも数ヶ月であれだけの演技を見せてくれて…
現役の時も新プロ披露されるたびに驚かされてきたけど
今回のIce Braveでは更に想像超えたものを魅せてくれた…
こんなすごいスケーター（ゲーマー）を応援出来て幸せだ",MACBA skate [top],
"yunini ^__^ @gyuvinaegie · May 16, 2024",https://x.com/gyuvinaegie/status/1791217109743144966,2024-05-16T21:20:12.000Z,"fuck un tinder voy al macba
en el skate shop tiro caña
to el dia patinando me pregunto se follara a su tabla
si no es un skater te aseguro quelleva una tabla
vamonos de aqui skater boy
vamos pa tu casa",MACBA skate [top],
"Golden Skate @goldenskate · Oct 27, 2018",https://x.com/goldenskate/status/1056037561691525121,2018-10-27T04:19:09.000Z,"#MakoYamashita 3rd in Ladies SP at #Skatecanada. 
I was able to have fun when skating today and I did not make Amy big mistakes.
#GPFigure #figureskating",MACBA skate [top],
Daily Mao Asada @dailymaoasada · Jan 12,https://x.com/dailymaoasada/status/2010493928126988357,2026-01-11T23:28:00.000Z,"Mao's ""Ritual Fire Dance"" at the 2016 Skate America. She scored 64.47 points and placed fifth in the short program. #浅田真央 #MaoAsada",MACBA skate [top],
"Daniela Djuric @djuric_dan5976 · May 3, 2024",https://x.com/djuric_dan5976/status/1786449287498416556,2024-05-03T17:34:35.000Z,"during Corona Barcelona was completely different, locals only, it was way better than now, the Asians sexually harass women at MACBA now, go to the skate corner under the roof of MACBA or somewhere where there is CCTV so u dont get sexually harassed",MACBA skate [top],
"Gino Hard @GinoHard_ · May 10, 2025",https://x.com/GinoHard_/status/1921000733639409925,2025-05-10T00:34:00.000Z,Matthew Knies gives Jake McCabe a ride to the bench after he lost a skate blade,MACBA skate [top],
"PSantoSKT @ps_SantoPetter · Jun 14, 2023",https://x.com/ps_SantoPetter/status/1668786056714387456,2023-06-14T01:02:55.000Z,Barcelona! Conheço pelos vídeos de skate. Macba é uma meca!,MACBA skate [top],
"Juanexor @Holawenastardes · Mar 12, 2024",https://x.com/Holawenastardes/status/1767654989130850727,2024-03-12T20:52:45.000Z,"Mi fav tambien, seguida de y ahora que
Also, has metido un video documental sobre skate en el macba en la lista del album xd no se si habrá sido missclick",MACBA skate [top],
"Site Nacional de Skate @sitenacionalsk8 · Mar 9, 2023",https://x.com/sitenacionalsk8/status/1633886642619416576,2023-03-09T17:45:06.000Z,"Macba Girls 4


https://
sitenacionaldeskate.wixsite.com/sitenacionalde
skate/post/macba-girls-4
…",MACBA skate [top],
"Golden Skate @goldenskate · Dec 22, 2024",https://x.com/goldenskate/status/1870769963814019335,2024-12-22T09:54:51.000Z,"Mako Yamashita opened the third group of skaters with her free skate “Creep” with the most gorgeous of 3Lz+3T combinations to score 200.25! 

The highlight of the program was a gorgeous Ina Bauer during the choreographic sequence right on the music. The skater broke down in the",MACBA skate [top],
"//LIBERIAN ACTION BRONSON// @WonderWalker4 · Sep 19, 2023",https://x.com/WonderWalker4/status/1704099650117017788,2023-09-19T11:46:31.000Z,"BEATRICE FUCK THE HATERS. DONT LET NAN ONE NIGGA HATE ON YO STYLE. NEXT NIGGA TO HATE, CHALLENGE THEM TO A FULL PARK GAME OF SKATE. MACBA RULES. LOSER DIES",MACBA skate [top],
"gus @disgustud · Mar 7, 2024",https://x.com/disgustud/status/1765779200915488816,2024-03-07T16:39:02.000Z,"I don’t know the root cause but the MACBA has been in almost every skate video for the past 30 years, and it seems like every pro skater goes and lives there for a time.",MACBA skate [top],
"BONES WHEELS @BONESWHEELS · Oct 7, 2025",https://x.com/BONESWHEELS/status/1975591800510521507,2025-10-07T15:59:24.000Z,"Matheus Du Bronks, SSFS Flip at MACBA
 Marcelo Batista",MACBA skate [top],
"Tre @mindoftre_ · Mar 25, 2024",https://x.com/mindoftre_/status/1772392497517412551,2024-03-25T22:37:55.000Z,The greatest skate city in the world. MACBA <3,MACBA skate [top],
eva i think @quintdem0n · 1h,https://x.com/quintdem0n/status/2028516663646109704,2026-03-02T17:03:55.000Z,"2025 Skate America - 214.27

(with silver medalist Rinka Watanabe and bronze medalist Anastasiia Gubanova)",MACBA skate [top],
Anaheim Ducks  @Anaheim_DucksFr · 8h,https://x.com/Anaheim_DucksFr/status/2028415554998927791,2026-03-02T10:22:09.000Z,"Mason McTavish avec son move signature qui vient donner l’avantage aux Ducks aux TAB.

On sait tous ce qu’il va faire et ça passe à chaque fois !

5/5 pour lui aux TAB cette saison et 7/7 pour les Ducks dans l’exercice  

#FlyTogether",MACBA skate [top],
Eloise ˚˖𓍢ִ໋❀ @wheelerbriar · 8h,https://x.com/wheelerbriar/status/2028409589104857357,2026-03-02T09:58:26.000Z,figure skating au where mike and jane are a pair in pair skating,MACBA skate [top],
BroadwayWorld Cabaret @BWWCabaret · Feb 27,https://x.com/BWWCabaret/status/2027496799536108012,2026-02-27T21:31:20.000Z,"MAC to School 2025 brought together cabaret's best directors, performers & press for a 10th anniversary weekend of master classes, showcases & song. The school is very much in session",MACBA skate [top],
RS〆Aquaあくあん @PUBG_RS_Aqua · Mar 1,https://x.com/PUBG_RS_Aqua/status/2028074852633169998,2026-03-01T11:48:19.000Z,"激しく同意します
私もマックツイスト大好きです
スノーボードという競技はフィギアスケートとは違い技の綺麗さよりも『𝑺𝑻𝒀𝑳𝑬』。
いかにカッコイイ、渋いトリックを決めるかどうかだと思ってます
次のオリンピックはそこに注目してほしい

@mito_toda",MACBA skate [top],
"SKATE ARCHITECTS @skatearchitects · Feb 17, 2023",https://x.com/skatearchitects/status/1626682957292359689,2023-02-17T20:40:13.000Z,"Sobre l'ampliació del Macba 
@clarablanchar
 
@el_pais
 
@NoMacba",MACBA skate [top],
ACAB @foko1901 · 23h,https://x.com/foko1901/status/2028178890670125167,2026-03-01T18:41:43.000Z,"Un día cualquiera caminando por el centro y llegue hasta el #MACBA, lugar mítico del sk8 mundial.
Con el tiempo el espacio ha sido reducido por obras que se vienen realizando.
Febrero 2026 #Barcelona",MACBA skate [top],
"jey | wakaori ultra @sparklingdabin · Aug 20, 2023",https://x.com/sparklingdabin/status/1693193393986256957,2023-08-20T09:28:57.000Z,wakaba choosing her free skate to express her feelings about taking a break and returning to competition and then smiling on top of a podium is such a full circle moment,MACBA skate [top],
"ᐖ but ramadhan @warsawconcerto · Nov 15, 2025",https://x.com/warsawconcerto/status/1989737158526279695,2025-11-15T16:48:00.000Z,wakaba won skate america last season........,MACBA skate [top],
"Golden Skate @goldenskate · Jul 10, 2021",https://x.com/goldenskate/status/1413927873090568193,2021-07-10T18:27:29.000Z,"Russia's  #MikhailKolyada #МихаилКоляда shelves popular 'White Crow' program; opts for Tchaikovsky's #TheNutcracker  for 2021-22 #FigureSkating Short Program


https://
bit.ly/3hup15m",MACBA skate [top],
‎ً @zolarya · Feb 25,https://x.com/zolarya/status/2026756890475065595,2026-02-25T20:31:12.000Z,only mack would be surprised by the amount of media after he made history at the olympics by collecting the second most points and scoring the most goals in the men‘s tournament OVERALL,MACBA skate [top],
Daily Mao Asada @dailymaoasada · Feb 7,https://x.com/dailymaoasada/status/2020236561569521794,2026-02-07T20:41:45.000Z,"Mao's ""Nocturne"" at the 2006 Skate America. She won the short program with a score of 68.84 points. #浅田真央 #MaoAsada",MACBA skate [top],
"Jackie Wong @rockerskating · Dec 18, 2025",https://x.com/rockerskating/status/2001550519630991520,2025-12-18T07:10:05.000Z,"Mako Yamashita with 3A attempts

http://
bit.ly/48JBLzJ #全日本フィギュア",MACBA skate [top],
dias @mcelebeanie · Feb 26,https://x.com/mcelebeanie/status/2026995105798750330,2026-02-26T12:17:47.000Z,went back to find a picture of macklin’s engraved skate blades from at the Olympics (i could not find a single one where you can see it better),MACBA skate [top],
Israel Baseball Academy  @ILBaseAcademy · Feb 25,https://x.com/ILBaseAcademy/status/2026451147716977086,2026-02-25T00:16:17.000Z,Ice Hockey is included in the Maccabiah Games. 18+,MACBA skate [top],
maco @Maco_chan_16 · Feb 28,https://x.com/Maco_chan_16/status/2027761376459166015,2026-02-28T15:02:40.000Z,スケートリンクでフィギュアの人がエキシビションで膝や脛を付けてスーッと滑るパフォーマンスするけど氷のバリとかないんだろうけどいつもドキドキする (超素人の感想),MACBA skate [top],
Vikisha ##FearTheDeer @lafemmetopaz · Feb 24,https://x.com/lafemmetopaz/status/2026348731365265725,2026-02-24T17:29:19.000Z,The pioneer is Mabel Fairbanks. She was not allowed to compete at the National level due to racism. But she was widely considered one of the best US skaters during the 1940s. She a legend in US Figure Skating having coached Fairbanks coached singles and pairs.,MACBA skate [top],
"Macbee @MCBRemakes · Feb 26, 2022",https://x.com/MCBRemakes/status/1497500817548627968,2022-02-26T09:16:31.000Z,"Update on Skatemasta for 8-bit FC/NES!
Collisions were added as well as money, sprite platforms, letters, gift boxes and first-aid kits. Programmed by the amazing 
@parisoftgames
.
By the way the aspect ratio is correct. The game is supposed to be played in widescreen.
#nesdev #nes",MACBA skate [top],
silly•𝆺𝅥 @sillyfatma · Feb 28,https://x.com/sillyfatma/status/2027796998640832715,2026-02-28T17:24:13.000Z,"#mysticcacao
skating together ｡⁠*ﾟ⁠+
 ( don't go as expected)",MACBA skate [top],
"Golden Skate @goldenskate · Dec 22, 2024",https://x.com/goldenskate/status/1870748608322281752,2024-12-22T08:29:59.000Z,"A much happier Mana Kawabe appeared in the mixed zone today! 

After a collision in the warm up yesterday, she was not able to perform as well as she would’ve liked. But today, in her “Paint It Black” free program, she delivered an incredible solid skate…

She takes the lead",MACBA skate [top],
"B/R Open Ice @BR_OpenIce · Dec 8, 2025",https://x.com/BR_OpenIce/status/1997840681466048641,2025-12-08T01:28:31.000Z,Extremely close call but the visor saved Jackson Blake from taking a Macklin Celebrini skate to the face,MACBA skate [top],
Oyabun @KakarotoOyabun · Feb 25,https://x.com/KakarotoOyabun/status/2026511607162089891,2026-02-25T04:16:32.000Z,"Quando eu era mlk, as pistas de skate sempre estavam cheias. Tinha que ter cuidado e aguardar a sua vez de andar.

Hoje, as pistas estão praticamente vazias.

Se os jovens de hoje soubessem o que é tomar um rola de skate, o que é passar a tarde treinando uma única manobra para no",MACBA skate [top],
